Date,Open,High,Low,Close,Adj Close,Volume
2023-05-15,564.000000,573.000000,561.200012,567.650024,562.770996,2164688
2023-05-16,569.000000,574.549988,566.400024,567.500000,562.622314,902155
2023-05-17,568.000000,570.950012,565.900024,570.000000,565.100769,862004
2023-05-18,572.000000,576.849976,567.000000,568.150024,563.266724,964354
2023-05-19,570.000000,570.049988,562.099976,565.000000,560.143738,515091
2023-05-22,569.000000,579.299988,566.700012,577.500000,572.536377,1506327
2023-05-23,581.000000,594.500000,580.900024,590.150024,585.077637,2726826
2023-05-24,594.150024,604.200012,592.049988,593.900024,588.795410,2488874
2023-05-25,607.000000,615.500000,601.000000,603.599976,598.411987,5187933
2023-05-26,608.599976,610.200012,603.099976,604.299988,599.106018,1195590
2023-05-29,610.000000,610.099976,603.299988,605.200012,599.998230,1131333
2023-05-30,605.500000,606.450012,599.500000,600.900024,595.735229,720683
2023-05-31,599.450012,599.450012,593.000000,595.150024,590.034668,720695
2023-06-01,595.000000,600.500000,593.950012,597.150024,592.017456,694568
2023-06-02,599.099976,601.400024,596.099976,596.849976,591.720032,507824
2023-06-05,598.500000,602.000000,595.950012,596.599976,591.472168,641136
2023-06-06,598.049988,599.750000,596.000000,597.750000,592.612305,480880
2023-06-07,599.000000,605.000000,597.500000,601.349976,596.181335,809884
2023-06-08,602.349976,610.400024,602.299988,603.400024,598.213745,1424334
2023-06-09,605.000000,607.000000,600.349976,601.950012,596.776245,660925
2023-06-12,598.799988,601.500000,595.049988,597.049988,591.918274,803879
2023-06-13,597.700012,600.750000,597.700012,598.900024,593.752441,400863
2023-06-14,599.900024,601.900024,595.250000,596.000000,590.877319,644399
2023-06-15,596.000000,604.950012,595.049988,596.400024,591.273926,847451
2023-06-16,596.400024,606.700012,596.400024,604.450012,599.254700,1405526
2023-06-19,605.000000,620.950012,603.549988,618.299988,612.985596,2500627
2023-06-20,620.000000,632.500000,619.049988,630.349976,624.932068,3041047
2023-06-21,636.599976,639.750000,633.049988,636.049988,630.583130,1580109
2023-06-22,637.900024,654.000000,636.650024,641.750000,636.234131,3120722
2023-06-23,643.000000,646.900024,622.750000,624.950012,619.578491,1538801
2023-06-26,624.950012,625.799988,613.700012,615.900024,610.606323,946727
2023-06-27,616.299988,620.500000,611.750000,616.799988,611.498535,975533
2023-06-28,618.000000,622.750000,615.000000,620.000000,614.671021,1156188
2023-06-30,622.099976,633.500000,620.200012,632.250000,626.815735,1371193
2023-07-03,635.000000,637.849976,628.000000,629.049988,623.643250,888170
2023-07-04,630.750000,632.750000,624.299988,625.900024,620.520386,625593
2023-07-05,626.000000,629.500000,625.000000,626.750000,621.363037,569014
2023-07-06,625.099976,631.349976,624.000000,627.900024,622.503174,624168
2023-07-07,626.500000,630.700012,621.250000,622.599976,617.248657,711064
2023-07-10,623.000000,623.700012,617.000000,618.549988,613.233521,791576
2023-07-11,623.000000,629.900024,620.599976,621.799988,616.455566,608461
2023-07-12,623.099976,624.000000,618.000000,620.450012,615.117188,523272
2023-07-13,621.000000,624.400024,614.250000,615.700012,610.408020,802085
2023-07-14,616.849976,620.000000,615.799988,618.700012,613.382202,534996
2023-07-17,617.500000,625.000000,617.500000,620.900024,615.563354,711158
2023-07-18,624.000000,625.950012,618.000000,620.700012,615.365051,701393
2023-07-19,621.900024,623.400024,619.500000,620.349976,615.018005,501945
2023-07-20,621.500000,629.450012,619.049988,628.250000,622.850159,1166529
2023-07-21,626.750000,642.900024,623.500000,635.750000,633.309814,2019022
2023-07-24,635.750000,640.000000,625.000000,626.650024,624.244812,927514
2023-07-25,626.750000,630.799988,621.049988,623.049988,620.658569,671845
2023-07-26,624.599976,630.599976,623.799988,627.950012,625.539795,651954
2023-07-27,627.900024,635.299988,627.900024,630.250000,627.830933,705149
2023-07-28,630.000000,633.450012,624.500000,626.750000,624.344360,646004
2023-07-31,627.000000,641.400024,627.000000,639.950012,637.493713,1469797
2023-08-01,644.000000,650.700012,640.000000,647.250000,644.765686,1987633
2023-08-02,648.000000,659.750000,634.000000,641.250000,638.788757,2568000
2023-08-03,641.299988,648.950012,641.000000,644.549988,642.076050,1008085
2023-08-04,646.150024,665.000000,646.150024,658.500000,655.972534,2593055
2023-08-07,659.099976,664.900024,653.049988,655.549988,653.033813,1110788
2023-08-08,655.950012,659.150024,640.549988,643.650024,641.179565,1157301
2023-08-09,645.299988,647.000000,641.000000,643.950012,641.478394,672748
2023-08-10,645.500000,649.000000,639.700012,641.700012,639.237000,634420
2023-08-11,666.000000,679.000000,655.099976,659.849976,657.317322,5254644
2023-08-14,660.000000,661.349976,648.049988,655.799988,653.282898,1215416
2023-08-16,654.500000,654.500000,648.349976,649.250000,646.757996,701542
2023-08-17,650.450012,662.000000,650.000000,659.650024,657.118103,1191732
2023-08-18,659.400024,661.000000,650.000000,650.799988,648.302063,752476
2023-08-21,651.099976,655.849976,650.500000,652.150024,649.646912,566994
2023-08-22,653.799988,667.049988,652.150024,663.900024,661.351807,1786271
2023-08-23,665.700012,667.900024,658.000000,658.650024,656.121948,813337
2023-08-24,660.650024,666.150024,654.000000,655.500000,652.984009,606670
2023-08-25,654.000000,657.799988,645.000000,648.349976,645.861450,698906
2023-08-28,649.750000,657.450012,649.150024,655.200012,652.685181,731456
2023-08-29,655.200012,660.500000,650.500000,651.900024,649.397888,489634
2023-08-30,654.000000,655.849976,650.250000,651.049988,648.551086,574588
2023-08-31,651.349976,655.450012,643.049988,645.299988,642.823181,710410
2023-09-01,645.299988,649.400024,645.049988,645.750000,643.271484,793487
2023-09-04,647.000000,664.000000,647.000000,658.599976,656.072083,2492988
2023-09-05,660.000000,669.049988,659.099976,660.000000,657.466736,1878186
2023-09-06,661.849976,691.000000,661.150024,678.000000,675.397644,5680338
2023-09-07,680.200012,686.799988,674.599976,676.099976,673.504944,1684464
2023-09-08,684.000000,684.799988,673.200012,674.150024,671.562500,1578942
2023-09-11,677.650024,684.900024,675.950012,679.049988,676.443604,1592447
2023-09-12,683.400024,683.400024,658.450012,659.650024,657.118103,1594449
2023-09-13,660.049988,666.950012,654.549988,659.299988,656.769409,890096
2023-09-14,662.950012,666.000000,659.400024,660.799988,658.263672,847932
2023-09-15,662.549988,671.299988,658.599976,667.500000,664.937988,1743786
2023-09-18,667.500000,671.799988,661.700012,663.700012,661.152588,732801
2023-09-20,660.000000,665.849976,653.099976,655.650024,653.133484,1074642
2023-09-21,655.450012,659.549988,654.000000,654.549988,652.037659,652802
2023-09-22,655.950012,659.799988,649.000000,651.299988,648.800171,695541
2023-09-25,650.000000,653.000000,645.500000,646.650024,644.168030,651991
2023-09-26,647.849976,649.849976,644.000000,644.950012,642.474548,414742
2023-09-27,645.000000,649.849976,644.000000,644.950012,642.474548,531459
2023-09-28,646.000000,652.000000,643.049988,650.299988,647.803955,923774
2023-09-29,650.299988,652.849976,646.849976,649.750000,647.256104,873339
2023-10-03,648.099976,649.549988,644.500000,645.349976,642.872986,470219
2023-10-04,643.000000,644.000000,634.049988,637.450012,635.003296,694550
2023-10-05,639.099976,642.000000,636.500000,637.750000,635.302185,396155
2023-10-06,638.049988,646.000000,638.049988,644.349976,641.876831,626615
2023-10-09,639.200012,639.250000,630.099976,635.299988,632.861572,718556
2023-10-10,635.349976,640.950012,634.700012,635.500000,633.060791,481417
2023-10-11,638.099976,642.000000,636.599976,637.349976,634.903687,653919
2023-10-12,638.000000,644.200012,636.200012,637.299988,634.853882,1325826
2023-10-13,636.000000,639.000000,634.000000,634.650024,632.214111,615655
2023-10-16,634.650024,640.700012,634.650024,637.150024,634.704468,1139234
2023-10-17,639.349976,651.849976,639.250000,649.200012,646.708252,1103994
2023-10-18,649.200012,651.000000,634.500000,636.599976,634.156555,875559
2023-10-19,634.500000,641.000000,632.599976,634.700012,632.263855,657460
2023-10-20,634.450012,637.799988,633.799988,634.950012,632.512939,654219
2023-10-23,634.950012,636.700012,615.150024,617.450012,615.080078,1105408
2023-10-25,620.000000,623.599976,608.549988,611.049988,608.704651,1094888
2023-10-26,609.849976,612.500000,597.349976,605.000000,602.677856,1084441
2023-10-27,608.000000,612.750000,606.099976,606.650024,604.321533,617526
