Date,Open,High,Low,Close,Adj Close,Volume
2023-05-15,25.180000,25.180000,25.180000,25.180000,25.062822,0
2023-05-16,24.920000,24.920000,24.920000,24.920000,24.804031,0
2023-05-17,25.059999,25.059999,25.059999,25.059999,24.943380,0
2023-05-18,25.240000,25.240000,25.240000,25.240000,25.122541,0
2023-05-19,25.240000,25.240000,25.240000,25.240000,25.122541,0
2023-05-22,25.040001,25.040001,25.040001,25.040001,24.923473,0
2023-05-23,24.610001,24.610001,24.610001,24.610001,24.495474,0
2023-05-24,24.420000,24.420000,24.420000,24.420000,24.306358,0
2023-05-25,24.520000,24.520000,24.520000,24.520000,24.405893,0
2023-05-26,24.570000,24.570000,24.570000,24.570000,24.455660,0
2023-05-30,24.469999,24.469999,24.469999,24.469999,24.356125,0
2023-05-31,24.209999,24.209999,24.209999,24.209999,24.097334,0
2023-06-01,24.209999,24.209999,24.209999,24.209999,24.097334,0
2023-06-02,24.549999,24.549999,24.549999,24.549999,24.435753,0
2023-06-05,24.459999,24.459999,24.459999,24.459999,24.346170,0
2023-06-06,24.549999,24.549999,24.549999,24.549999,24.435753,0
2023-06-07,24.540001,24.540001,24.540001,24.540001,24.425800,0
2023-06-08,24.639999,24.639999,24.639999,24.639999,24.525333,0
2023-06-09,24.670000,24.670000,24.670000,24.670000,24.555195,0
2023-06-12,24.850000,24.850000,24.850000,24.850000,24.734358,0
2023-06-13,24.969999,24.969999,24.969999,24.969999,24.853798,0
2023-06-14,24.860001,24.860001,24.860001,24.860001,24.744310,0
2023-06-15,25.219999,25.219999,25.219999,25.219999,25.102634,0
2023-06-16,25.240000,25.240000,25.240000,25.240000,25.122541,0
2023-06-20,25.020000,25.020000,25.020000,25.020000,24.903566,0
2023-06-21,25.090000,25.090000,25.090000,25.090000,24.973240,0
2023-06-22,25.070000,25.070000,25.070000,25.070000,24.953333,0
2023-06-23,25.040001,25.040001,25.040001,25.040001,24.923473,0
2023-06-26,25.040001,25.040001,25.040001,25.040001,24.923473,0
2023-06-27,25.209999,25.209999,25.209999,25.209999,25.092682,0
2023-06-28,25.180000,25.180000,25.180000,25.180000,25.062822,0
2023-06-29,25.430000,25.430000,25.430000,25.430000,25.311659,0
2023-06-30,25.740000,25.740000,25.740000,25.740000,25.620214,0
2023-07-03,25.690001,25.690001,25.690001,25.690001,25.570448,0
2023-07-05,25.580000,25.580000,25.580000,25.580000,25.460960,0
2023-07-06,25.400000,25.400000,25.400000,25.400000,25.281797,0
2023-07-07,25.389999,25.389999,25.389999,25.389999,25.271843,0
2023-07-10,25.690001,25.690001,25.690001,25.690001,25.570448,0
2023-07-11,25.940001,25.940001,25.940001,25.940001,25.819284,0
2023-07-12,26.209999,26.209999,26.209999,26.209999,26.088028,0
2023-07-13,26.030001,26.030001,26.030001,26.030001,25.908867,0
2023-07-14,26.070000,26.070000,26.070000,26.070000,25.948679,0
2023-07-17,26.280001,26.280001,26.280001,26.280001,26.157703,0
2023-07-18,26.360001,26.360001,26.360001,26.360001,26.237331,0
2023-07-19,26.370001,26.370001,26.370001,26.370001,26.247284,0
2023-07-20,26.250000,26.250000,26.250000,26.250000,26.127842,0
2023-07-21,26.299999,26.299999,26.299999,26.299999,26.177608,0
2023-07-24,26.420000,26.420000,26.420000,26.420000,26.297050,0
2023-07-25,26.469999,26.469999,26.469999,26.469999,26.346817,0
2023-07-26,26.590000,26.590000,26.590000,26.590000,26.466261,0
2023-07-27,26.299999,26.299999,26.299999,26.299999,26.177608,0
2023-07-28,26.330000,26.330000,26.330000,26.330000,26.207470,0
2023-07-31,26.370001,26.370001,26.370001,26.370001,26.247284,0
2023-08-01,26.379999,26.379999,26.379999,26.379999,26.257236,0
2023-08-02,26.120001,26.120001,26.120001,26.120001,25.998447,0
2023-08-03,26.120001,26.120001,26.120001,26.120001,25.998447,0
2023-08-04,25.980000,25.980000,25.980000,25.980000,25.859098,0
2023-08-07,26.200001,26.200001,26.200001,26.200001,26.078075,0
2023-08-08,26.000000,26.000000,26.000000,26.000000,25.879005,0
2023-08-09,25.969999,25.969999,25.969999,25.969999,25.849144,0
2023-08-10,25.969999,25.969999,25.969999,25.969999,25.849144,0
2023-08-11,25.969999,25.969999,25.969999,25.969999,25.849144,0
2023-08-14,26.049999,26.049999,26.049999,26.049999,25.928772,0
2023-08-15,25.860001,25.860001,25.860001,25.860001,25.739658,0
2023-08-16,25.889999,25.889999,25.889999,25.889999,25.769516,0
2023-08-17,25.620001,25.620001,25.620001,25.620001,25.500774,0
2023-08-18,25.830000,25.830000,25.830000,25.830000,25.709797,0
2023-08-21,25.820000,25.820000,25.820000,25.820000,25.699842,0
2023-08-22,25.730000,25.730000,25.730000,25.730000,25.610262,0
2023-08-23,25.990000,25.990000,25.990000,25.990000,25.869051,0
2023-08-24,25.760000,25.760000,25.760000,25.760000,25.640123,0
2023-08-25,25.820000,25.820000,25.820000,25.820000,25.699842,0
2023-08-28,25.969999,25.969999,25.969999,25.969999,25.849144,0
2023-08-29,26.209999,26.209999,26.209999,26.209999,26.088028,0
2023-08-30,26.420000,26.420000,26.420000,26.420000,26.297050,0
2023-08-31,26.299999,26.299999,26.299999,26.299999,26.177608,0
2023-09-01,26.450001,26.450001,26.450001,26.450001,26.326912,0
2023-09-05,26.150000,26.150000,26.150000,26.150000,26.028307,0
2023-09-06,26.190001,26.190001,26.190001,26.190001,26.068121,0
2023-09-07,26.260000,26.260000,26.260000,26.260000,26.137796,0
2023-09-08,26.309999,26.309999,26.309999,26.309999,26.187563,0
2023-09-11,26.330000,26.330000,26.330000,26.330000,26.207470,0
2023-09-12,26.290001,26.290001,26.290001,26.290001,26.167658,0
2023-09-13,26.290001,26.290001,26.290001,26.290001,26.167658,0
2023-09-14,26.480000,26.480000,26.480000,26.480000,26.356771,0
2023-09-15,26.330000,26.330000,26.330000,26.330000,26.207470,0
2023-09-18,26.379999,26.379999,26.379999,26.379999,26.257236,0
2023-09-19,26.260000,26.260000,26.260000,26.260000,26.137796,0
2023-09-20,26.280001,26.280001,26.280001,26.280001,26.157703,0
2023-09-21,25.879999,25.879999,25.879999,25.879999,25.759563,0
2023-09-22,25.940001,25.940001,25.940001,25.940001,25.819284,0
2023-09-25,25.920000,25.920000,25.920000,25.920000,25.799377,0
2023-09-26,25.680000,25.680000,25.680000,25.680000,25.560495,0
2023-09-27,25.650000,25.650000,25.650000,25.650000,25.530634,0
2023-09-28,25.879999,25.879999,25.879999,25.879999,25.759563,0
2023-09-29,25.700001,25.700001,25.700001,25.700001,25.580402,0
2023-10-02,25.690001,25.690001,25.690001,25.690001,25.570448,0
2023-10-03,25.290001,25.290001,25.290001,25.290001,25.172310,0
2023-10-04,25.570000,25.570000,25.570000,25.570000,25.451006,0
2023-10-05,25.620001,25.620001,25.620001,25.620001,25.500774,0
2023-10-06,25.740000,25.740000,25.740000,25.740000,25.620214,0
2023-10-09,25.889999,25.889999,25.889999,25.889999,25.769516,0
2023-10-10,26.000000,26.000000,26.000000,26.000000,25.879005,0
2023-10-11,26.059999,26.059999,26.059999,26.059999,25.938726,0
2023-10-12,25.969999,25.969999,25.969999,25.969999,25.849144,0
2023-10-13,26.020000,26.020000,26.020000,26.020000,25.898912,0
2023-10-16,26.410000,26.410000,26.410000,26.410000,26.287098,0
2023-10-17,26.559999,26.559999,26.559999,26.559999,26.436399,0
2023-10-18,26.219999,26.219999,26.219999,26.219999,26.097980,0
2023-10-19,25.719999,25.719999,25.719999,25.719999,25.600307,0
2023-10-20,25.610001,25.610001,25.610001,25.610001,25.490822,0
2023-10-23,25.360001,25.360001,25.360001,25.360001,25.241985,0
2023-10-24,25.459999,25.459999,25.459999,25.459999,25.341518,0
2023-10-25,25.420000,25.420000,25.420000,25.420000,25.301704,0
2023-10-26,25.309999,25.309999,25.309999,25.309999,25.192217,0
2023-10-27,25.120001,25.120001,25.120001,25.120001,25.003101,0
2023-10-30,25.440001,25.440001,25.440001,25.440001,25.321611,0
2023-10-31,25.670000,25.670000,25.670000,25.670000,25.550541,0
2023-11-01,25.940001,25.940001,25.940001,25.940001,25.819284,0
2023-11-02,26.200001,26.200001,26.200001,26.200001,26.078075,0
2023-11-03,26.540001,26.540001,26.540001,26.540001,26.416494,0
2023-11-06,26.540001,26.540001,26.540001,26.540001,26.416494,0
2023-11-07,26.660000,26.660000,26.660000,26.660000,26.535934,0
2023-11-08,26.620001,26.620001,26.620001,26.620001,26.496120,0
2023-11-09,26.650000,26.650000,26.650000,26.650000,26.525980,0
2023-11-10,26.910000,26.910000,26.910000,26.910000,26.784771,0
2023-11-13,26.910000,26.910000,26.910000,26.910000,26.784771,0
2023-11-14,27.209999,27.209999,27.209999,27.209999,27.083374,0
2023-11-15,27.040001,27.040001,27.040001,27.040001,26.914167,0
2023-11-16,26.930000,26.930000,26.930000,26.930000,26.804678,0
2023-11-17,27.129999,27.129999,27.129999,27.129999,27.003746,0
2023-11-20,27.240000,27.240000,27.240000,27.240000,27.113235,0
2023-11-21,27.340000,27.340000,27.340000,27.340000,27.212770,0
2023-11-22,27.440001,27.440001,27.440001,27.440001,27.312305,0
2023-11-24,27.500000,27.500000,27.500000,27.500000,27.372025,0
2023-11-27,27.420000,27.420000,27.420000,27.420000,27.292397,0
2023-11-28,27.299999,27.299999,27.299999,27.299999,27.172955,0
2023-11-29,27.230000,27.230000,27.230000,27.230000,27.103281,0
2023-11-30,27.459999,27.459999,27.459999,27.459999,27.332211,0
2023-12-01,27.660000,27.660000,27.660000,27.660000,27.531281,0
2023-12-04,27.730000,27.730000,27.730000,27.730000,27.600954,0
2023-12-05,27.670000,27.670000,27.670000,27.670000,27.541235,0
2023-12-06,27.709999,27.709999,27.709999,27.709999,27.581047,0
2023-12-07,27.629999,27.629999,27.629999,27.629999,27.501419,0
2023-12-08,27.680000,27.680000,27.680000,27.680000,27.551188,0
2023-12-11,27.920000,27.920000,27.920000,27.920000,27.790071,0
2023-12-12,28.030001,28.030001,28.030001,28.030001,27.899559,0
2023-12-13,28.330000,28.330000,28.330000,28.330000,28.198162,0
2023-12-14,28.150000,28.150000,28.150000,28.150000,28.018999,0
2023-12-15,27.850000,27.850000,27.850000,27.850000,27.850000,0
