Date,Open,High,Low,Close,Adj Close,Volume
2023-05-15,1672.000000,1680.750000,1665.099976,1675.800049,1634.480469,9256130
2023-05-16,1671.800049,1671.800049,1644.000000,1647.300049,1625.108521,16361043
2023-05-17,1650.000000,1650.000000,1625.349976,1638.449951,1616.377563,15233434
2023-05-18,1648.000000,1653.949951,1640.000000,1645.000000,1622.839355,24823471
2023-05-19,1648.000000,1650.000000,1631.550049,1646.900024,1624.713867,15230166
2023-05-22,1645.000000,1652.900024,1632.699951,1641.050049,1618.942627,14167016
2023-05-23,1649.000000,1649.599976,1633.449951,1637.199951,1615.144409,11235037
2023-05-24,1627.550049,1634.750000,1613.599976,1615.800049,1594.032837,16794056
2023-05-25,1615.699951,1620.050049,1597.349976,1609.599976,1587.916260,14888465
2023-05-26,1619.000000,1619.000000,1602.250000,1615.800049,1594.032837,13317533
2023-05-29,1628.500000,1641.000000,1624.849976,1635.500000,1613.467407,10908146
2023-05-30,1633.599976,1642.650024,1628.550049,1636.750000,1614.700562,18562964
2023-05-31,1629.900024,1634.949951,1604.650024,1610.849976,1589.149414,21667135
2023-06-01,1619.900024,1619.900024,1600.000000,1604.000000,1582.391724,25183469
2023-06-02,1612.449951,1614.800049,1601.000000,1606.500000,1584.858032,8929855
2023-06-05,1614.500000,1616.500000,1602.449951,1604.400024,1582.786377,9348621
2023-06-06,1607.650024,1609.849976,1592.250000,1599.400024,1577.853760,16091426
2023-06-07,1603.449951,1612.550049,1596.000000,1607.699951,1586.041870,12474513
2023-06-08,1603.250000,1626.000000,1603.250000,1608.699951,1587.028320,18697761
2023-06-09,1615.900024,1618.500000,1607.000000,1610.599976,1588.902832,9106289
2023-06-12,1612.550049,1615.800049,1599.449951,1600.800049,1579.234863,6704146
2023-06-13,1590.099976,1609.000000,1590.099976,1603.500000,1581.898438,13963054
2023-06-14,1610.449951,1612.000000,1600.199951,1601.750000,1580.171997,10056984
2023-06-15,1604.000000,1605.949951,1579.000000,1582.050049,1560.737427,17688738
2023-06-16,1587.150024,1609.199951,1584.000000,1602.750000,1581.158569,7889636
2023-06-19,1611.000000,1614.250000,1598.349976,1604.150024,1582.539795,12414573
2023-06-20,1604.150024,1611.000000,1590.650024,1607.500000,1585.844604,10002813
2023-06-21,1616.000000,1637.250000,1611.000000,1635.599976,1613.566040,12154473
2023-06-22,1640.000000,1657.550049,1639.050049,1643.599976,1621.458252,28298070
2023-06-23,1637.550049,1659.900024,1634.050049,1643.500000,1621.359619,10669609
2023-06-26,1645.000000,1650.750000,1628.699951,1635.550049,1613.516724,8065157
2023-06-27,1642.949951,1672.900024,1638.550049,1658.599976,1636.256226,16915932
2023-06-28,1670.000000,1679.900024,1660.500000,1676.150024,1653.569824,29781475
2023-06-30,1704.000000,1708.800049,1683.250000,1701.400024,1678.479614,20349508
2023-07-03,1712.500000,1757.500000,1710.000000,1719.800049,1696.631836,22052058
2023-07-04,1723.449951,1747.000000,1713.800049,1728.199951,1704.918579,19397594
2023-07-05,1716.250000,1720.000000,1668.550049,1673.300049,1650.758179,18582877
2023-07-06,1673.000000,1687.849976,1660.400024,1675.000000,1652.435303,26078272
2023-07-07,1665.000000,1675.000000,1656.300049,1660.400024,1638.031982,9963168
2023-07-10,1661.000000,1676.750000,1649.699951,1656.449951,1634.135132,19199221
2023-07-11,1663.000000,1676.000000,1645.500000,1648.400024,1626.193604,25335213
2023-07-12,1655.349976,1666.300049,1627.150024,1632.949951,1610.951660,35479179
2023-07-13,1656.699951,1657.449951,1638.050049,1641.099976,1618.991943,20956773
2023-07-14,1653.599976,1653.599976,1635.000000,1644.500000,1622.346191,12363607
2023-07-17,1650.000000,1682.000000,1633.000000,1678.900024,1656.282715,24626464
2023-07-18,1698.000000,1704.000000,1670.000000,1677.500000,1654.901611,40538409
2023-07-19,1681.099976,1688.750000,1675.000000,1685.099976,1662.399170,16467567
2023-07-20,1681.150024,1692.000000,1680.000000,1688.750000,1666.000000,28105474
2023-07-21,1680.000000,1689.800049,1673.250000,1675.750000,1653.175171,21077124
2023-07-24,1678.500000,1684.650024,1670.099976,1678.400024,1655.789429,16089722
2023-07-25,1684.650024,1699.000000,1678.400024,1696.599976,1673.744263,27996298
2023-07-26,1699.599976,1699.599976,1688.000000,1690.699951,1667.923706,12397179
2023-07-27,1699.900024,1703.000000,1667.449951,1673.150024,1650.610229,29870651
2023-07-28,1661.500000,1668.900024,1641.099976,1643.500000,1621.359619,20507842
2023-07-31,1650.050049,1656.800049,1638.699951,1651.199951,1628.955811,17282503
2023-08-01,1654.449951,1667.449951,1650.000000,1662.250000,1639.857056,17697094
2023-08-02,1642.000000,1651.500000,1633.150024,1640.500000,1618.400024,14058161
2023-08-03,1640.000000,1651.349976,1623.000000,1628.650024,1606.709717,28836973
2023-08-04,1635.150024,1656.500000,1629.250000,1652.199951,1629.942383,18694152
2023-08-07,1663.099976,1663.099976,1647.550049,1651.250000,1629.005249,14150459
2023-08-08,1651.699951,1655.599976,1642.050049,1649.900024,1627.673462,21886914
2023-08-09,1653.000000,1654.500000,1631.099976,1650.500000,1628.265259,16680618
2023-08-10,1647.050049,1654.250000,1631.000000,1635.849976,1613.812622,25390559
2023-08-11,1638.400024,1638.400024,1616.199951,1618.800049,1596.992432,14112911
2023-08-14,1611.000000,1615.000000,1600.250000,1610.900024,1589.198853,15652205
2023-08-16,1583.099976,1609.650024,1581.300049,1606.199951,1584.562012,17068771
2023-08-17,1597.599976,1609.900024,1594.000000,1597.300049,1575.782104,26442020
2023-08-18,1587.550049,1596.300049,1585.500000,1590.750000,1569.320190,12816683
2023-08-21,1600.500000,1600.500000,1587.000000,1589.500000,1568.087036,10918635
2023-08-22,1596.349976,1598.000000,1580.000000,1582.699951,1561.378662,16136785
2023-08-23,1580.000000,1590.550049,1573.250000,1586.599976,1565.226074,18249294
2023-08-24,1593.300049,1596.199951,1576.150024,1579.300049,1558.024536,21572896
2023-08-25,1574.550049,1577.500000,1558.400024,1561.500000,1540.464233,15034878
2023-08-28,1561.500000,1582.650024,1561.500000,1577.750000,1556.495361,14433619
2023-08-29,1589.699951,1592.650024,1581.449951,1590.300049,1568.876343,17769466
2023-08-30,1603.949951,1603.949951,1573.699951,1578.699951,1557.432495,14042102
2023-08-31,1579.000000,1583.150024,1563.099976,1571.449951,1550.280151,50037886
2023-09-01,1571.000000,1579.000000,1559.349976,1574.699951,1553.486450,21613388
